aasima, aasida, aasib, aasitakse, aasige, aasis, aasinud, aasitud
timpima, timpida, timbib, timbitakse, timpige, timpis, timpinud, timbitud
tinglema, tingelda, tingleb, tingeldakse, tingelge, tingles, tingelnud, tingeldud
tinisema, tiniseda, tiniseb, tinisetakse, tinisege, tinises, tinisenud, tinisetud
tippama, tipata, tippab, tipatakse, tipake, tippas, tipanud, tipatud
tipsutama, tipsutada, tipsutab, tipsutatakse, tipsutage, tipsutas, tipsutanud, tipsutatud
tirtsatama, tirtsatada, tirtsatab, tirtsatatakse, tirtsatage, tirtsatas, tirtsatanud, tirtsatatud
tituleerima, tituleerida, tituleerib, tituleeritakse, tituleerige, tituleeris, tituleerinud, tituleeritud
tiuksatama, tiuksatada, tiuksatab, tiuksatatakse, tiuksatage, tiuksatas, tiuksatanud, tiuksatatud
tiuksuma, tiuksuda, tiuksub, tiuksutakse, tiuksuge, tiuksus, tiuksunud, tiuksutud
tiuksutama, tiuksutada, tiuksutab, tiuksutatakse, tiuksutage, tiuksutas, tiuksutanud, tiuksutatud
toetama, toetada, toetab, toetatakse, toetage, toetas, toetanud, toetatud
toetuma, toetuda, toetub, toetutakse, toetuge, toetus, toetunud, toetutud
togima, togida, togib, togitakse, togige, togis, toginud, togitud
tohletama, tohletada, tohletab, tohletatakse, tohletage, tohletas, tohletanud, tohletatud
tohtima, tohtida, tohib, tohitakse, tohtige, tohtis, tohtinud, tohitud
toibuma, toibuda, toibub, toibutakse, toibuge, toibus, toibunud, toibutud
toimetama, toimetada, toimetab, toimetatakse, toimetage, toimetas, toimetanud, toimetatud
toimima, toimida, toimib, toimitakse, toimige, toimis, toiminud, toimitud
toimuma, toimuda, toimub, toimutakse, toimuge, toimus, toimunud, toimutud
toitma, toita, toidab, toidetakse, toitke, toitis, toitnud, toidetud
toituma, toituda, toitub, toitutakse, toituge, toitus, toitunud, toitutud
tokerdama, tokerdada, tokerdab, tokerdatakse, tokerdage, tokerdas, tokerdanud, tokerdatud
tokerduma, tokerduda, tokerdub, tokerdutakse, tokerduge, tokerdus, tokerdunud, tokerdutud
toksama, toksata, toksab, toksatakse, toksake, toksas, toksanud, toksatud
tolgendama, tolgendada, tolgendab, tolgendatakse, tolgendage, tolgendas, tolgendanud, tolgendatud
tolknema, tolkneda, tolkneb, tolknetakse, tolknege, tolknes, tolknenud, tolknetud
tolmama, tolmata, tolmab, tolmatakse, tolmake, tolmas, tolmanud, tolmatud
tolmuma, tolmuda, tolmub, tolmutakse, tolmuge, tolmus, tolmunud, tolmutud
tolmutama, tolmutada, tolmutab, tolmutatakse, tolmutage, tolmutas, tolmutanud, tolmutatud
tompuma, tompuda, tompub, tomputakse, tompuge, tompus, tompunud, tomputud
tonksama, tonksata, tonksab, tonksatakse, tonksake, tonksas, tonksanud, tonksatud
tooma, tuua, toob, tuuakse, tooge, tõi, toonud, toodud
toorenema, tooreneda, tooreneb, toorenetakse, toorenege, toorenes, toorenenud, toorenetud
toorestuma, toorestuda, toorestub, toorestutakse, toorestuge, toorestus, toorestunud, toorestutud
toorutsema, toorutseda, toorutseb, toorutsetakse, toorutsege, toorutses, toorutsenud, toorutsetud
toppuma, toppuda, toppub, topputakse, toppuge, toppus, toppunud, topputud
toretsema, toretseda, toretseb, toretsetakse, toretsege, toretses, toretsenud, toretsetud
torisema, toriseda, toriseb, torisetakse, torisege, torises, torisenud, torisetud
torkama, torgata, torkab, torgatakse, torgake, torkas, torganud, torgatud
tormama, tormata, tormab, tormatakse, tormake, tormas, tormanud, tormatud
tortsatama, tortsatada, tortsatab, tortsatatakse, tortsatage, tortsatas, tortsatanud, tortsatatud
tossama, tossata, tossab, tossatakse, tossake, tossas, tossanud, tossatud
totruma, totruda, totrub, totrutakse, totruge, totrus, totrunud, totrutud
tõestuma, tõestuda, tõestub, tõestutakse, tõestuge, tõestus, tõestunud, tõestutud
tõhuma, tõhuda, tõhub, tõhutakse, tõhuge, tõhus, tõhunud, tõhutud
tõkestama, tõkestada, tõkestab, tõkestatakse, tõkestage, tõkestas, tõkestanud, tõkestatud
tõmbama, tõmmata, tõmbab, tõmmatakse, tõmmake, tõmbas, tõmmanud, tõmmatud
tõmblema, tõmmelda, tõmbleb, tõmmeldakse, tõmmelge, tõmbles, tõmmelnud, tõmmeldud
tõmbuma, tõmbuda, tõmbub, tõmbutakse, tõmbuge, tõmbus, tõmbunud, tõmbutud
tõmmutama, tõmmutada, tõmmutab, tõmmutatakse, tõmmutage, tõmmutas, tõmmutanud, tõmmutatud
tõnguma, tõnguda, tõngub, tõngutakse, tõnguge, tõngus, tõngunud, tõngutud
tõotama, tõotada, tõotab, tõotatakse, tõotage, tõotas, tõotanud, tõotatud
tõrelema, tõrelda|tõreleda, tõreleb, tõreldakse|tõreletakse, tõrelge|tõrelege, tõreles, tõrelnud|tõrelenud, tõreldud|tõreletud
tõrgastama, tõrgastada, tõrgastab, tõrgastatakse, tõrgastage, tõrgastas, tõrgastanud, tõrgastatud
tõrkuma, tõrkuda, tõrgub, tõrgutakse, tõrkuge, tõrkus, tõrkunud, tõrgutud
tõsinema, tõsineda, tõsineb, tõsinetakse, tõsinege, tõsines, tõsinenud, tõsinetud
tõstma, tõsta, tõstab, tõstetakse, tõstke, tõstis, tõstnud, tõstetud
tõstuma, tõstuda, tõstub, tõstutakse, tõstuge, tõstus, tõstunud, tõstutud
tõtlema, tõtelda, tõtleb, tõteldakse, tõtelge, tõtles, tõtelnud, tõteldud
tõttama, tõtata, tõttab, tõtatakse, tõtake, tõttas, tõtanud, tõtatud
tõukama, tõugata, tõukab, tõugatakse, tõugake, tõukas, tõuganud, tõugatud
tõuklema, tõugelda, tõukleb, tõugeldakse, tõugelge, tõukles, tõugelnud, tõugeldud
tõukuma, tõukuda, tõukub, tõukutakse, tõukuge, tõukus, tõukunud, tõukutud
tõusma, tõusta, tõuseb, tõustakse, tõuske, tõusis, tõusnud, tõustud
traavima, traavida, traavib, traavitakse, traavige, traavis, traavinud, traavitud
trahvima, trahvida, trahvib, trahvitakse, trahvige, trahvis, trahvinud, trahvitud
trallerdama, trallerdada, trallerdab, trallerdatakse, trallerdage, trallerdas, trallerdanud, trallerdatud
trallima, trallida, trallib, trallitakse, trallige, trallis, trallinud, trallitud
trampima, trampida, trambib, trambitakse, trampige, trampis, trampinud, trambitud
tramplema, trambelda, trampleb, trambeldakse, trambelge, tramples, trambelnud, trambeldud
transformeeruma, transformeeruda, transformeerub, transformeerutakse, transformeeruge, transformeerus, transformeerunud, transformeerutud
treenima, treenida, treenib, treenitakse, treenige, treenis, treeninud, treenitud
trehvama, trehvata, trehvab, trehvatakse, trehvake, trehvas, trehvanud, trehvatud
triivima, triivida, triivib, triivitakse, triivige, triivis, triivinud, triivitud
trimpama, trimbata, trimpab, trimbatakse, trimbake, trimpas, trimbanud, trimbatud
triumfeerima, triumfeerida, triumfeerib, triumfeeritakse, triumfeerige, triumfeeris, triumfeerinud, triumfeeritud
trombuma, trombuda, trombub, trombutakse, trombuge, trombus, trombunud, trombutud
troonima, troonida, troonib, troonitakse, troonige, troonis, trooninud, troonitud
trummeldama, trummeldada, trummeldab, trummeldatakse, trummeldage, trummeldas, trummeldanud, trummeldatud
tröödeldama, tröödeldada, tröödeldab, tröödeldatakse, tröödeldage, tröödeldas, tröödeldanud, tröödeldatud
trügima, trügida, trügib, trügitakse, trügige, trügis, trüginud, trügitud
tseremoonitsema, tseremoonitseda, tseremoonitseb, tseremoonitsetakse, tseremoonitsege, tseremoonitses, tseremoonitsenud, tseremoonitsetud
tsirkuleerima, tsirkuleerida, tsirkuleerib, tsirkuleeritakse, tsirkuleerige, tsirkuleeris, tsirkuleerinud, tsirkuleeritud
tsiteerima, tsiteerida, tsiteerib, tsiteeritakse, tsiteerige, tsiteeris, tsiteerinud, tsiteeritud
tudima, tudida, tudib, tuditakse, tudige, tudis, tudinud, tuditud
tugevnema, tugevneda, tugevneb, tugevnetakse, tugevnege, tugevnes, tugevnenud, tugevnetud
tuginema, tugineda, tugineb, tuginetakse, tuginege, tugines, tuginenud, tuginetud
tuhisema, tuhiseda, tuhiseb, tuhisetakse, tuhisege, tuhises, tuhisenud, tuhisetud
tuhmuma, tuhmuda, tuhmub, tuhmutakse, tuhmuge, tuhmus, tuhmunud, tuhmutud
tuikama, tuigata, tuikab, tuigatakse, tuigake, tuikas, tuiganud, tuigatud
tuiklema, tuigelda, tuikleb, tuigeldakse, tuigelge, tuikles, tuigelnud, tuigeldud
tuikuma, tuikuda, tuigub, tuigutakse, tuikuge, tuikus, tuikunud, tuigutud
tuimenema, tuimeneda, tuimeneb, tuimenetakse, tuimenege, tuimenes, tuimenenud, tuimenetud
tuimuma, tuimuda, tuimub, tuimutakse, tuimuge, tuimus, tuimunud, tuimutud
tujutsema, tujutseda, tujutseb, tujutsetakse, tujutsege, tujutses, tujutsenud, tujutsetud
tukkuma, tukkuda, tukub, tukutakse, tukkuge, tukkus, tukkunud, tukutud
tuksatama, tuksatada, tuksatab, tuksatatakse, tuksatage, tuksatas, tuksatanud, tuksatatud
tuksuma, tuksuda, tuksub, tuksutakse, tuksuge, tuksus, tuksunud, tuksutud
tulema, tulla, tuleb, tullakse, tulge, tuli, tulnud, tuldud
tulenema, tuleneda, tuleneb, tulenetakse, tulenege, tulenes, tulenenud, tulenetud
tuletama, tuletada, tuletab, tuletatakse, tuletage, tuletas, tuletanud, tuletatud
tuletuma, tuletuda, tuletub, tuletutakse, tuletuge, tuletus, tuletunud, tuletutud
tumenema, tumeneda, tumeneb, tumenetakse, tumenege, tumenes, tumenenud, tumenetud
tummuma, tummuda, tummub, tummutakse, tummuge, tummus, tummunud, tummutud
tundma, tunda, tunneb, tuntakse, tundke, tundis, tundnud, tuntud
tunduma, tunduda, tundub, tundutakse, tunduge, tundus, tundunud, tundutud
tungima, tungida, tungib, tungitakse, tungige, tungis, tunginud, tungitud
tunnistama, tunnistada, tunnistab, tunnistatakse, tunnistage, tunnistas, tunnistanud, tunnistatud
tupruma, tupruda, tuprub, tuprutakse, tupruge, tuprus, tuprunud, tuprutud
turbuma, turbuda, turbub, turbutakse, turbuge, turbus, turbunud, turbutud
turduma, turduda, turdub, turdutakse, turduge, turdus, turdunud, turdutud
turgatama, turgatada, turgatab, turgatatakse, turgatage, turgatas, turgatanud, turgatatud
turnima, turnida, turnib, turnitakse, turnige, turnis, turninud, turnitud
tursuma, tursuda, tursub, tursutakse, tursuge, tursus, tursunud, tursutud
turtsuma, turtsuda, turtsub, turtsutakse, turtsuge, turtsus, turtsunud, turtsutud
turvuma, turvuda, turvub, turvutakse, turvuge, turvus, turvunud, turvutud
tusklema, tuselda, tuskleb, tuseldakse, tuselge, tuskles, tuselnud, tuseldud
tustima, tustida, tustib, tustitakse, tustige, tustis, tustinud, tustitud
tutvuma, tutvuda, tutvub, tutvutakse, tutvuge, tutvus, tutvunud, tutvutud
tutvustama, tutvustada, tutvustab, tutvustatakse, tutvustage, tutvustas, tutvustanud, tutvustatud
tuulduma, tuulduda, tuuldub, tuuldutakse, tuulduge, tuuldus, tuuldunud, tuuldutud
tuumendama, tuumendada, tuumendab, tuumendatakse, tuumendage, tuumendas, tuumendanud, tuumendatud
tuustima, tuustida, tuustib, tuustitakse, tuustige, tuustis, tuustinud, tuustitud
täheldama, täheldada, täheldab, täheldatakse, täheldage, täheldas, täheldanud, täheldatud
tähendama, tähendada, tähendab, tähendatakse, tähendage, tähendas, tähendanud, tähendatud
tähistama, tähistada, tähistab, tähistatakse, tähistage, tähistas, tähistanud, tähistatud
täima, täida, täib, täitakse, täige, täis, täinud, täitud
täiduma, täiduda, täidub, täidutakse, täiduge, täidus, täidunud, täidutud
täienema, täieneda, täieneb, täienetakse, täienege, täienes, täienenud, täienetud
täitma, täita, täidab, täidetakse, täitke, täitis, täitnud, täidetud
täitama, täitada, täitab, täitatakse, täitage, täitas, täitanud, täitatud
täituma, täituda, täitub, täitutakse, täituge, täitus, täitunud, täitutud
täiustuma, täiustuda, täiustub, täiustutakse, täiustuge, täiustus, täiustunud, täiustutud
täksima, täksida, täksib, täksitakse, täksige, täksis, täksinud, täksitud
tänama, tänada, tänab, tänatakse, tänage, tänas, tänanud, tänatud
tänitama, tänitada, tänitab, tänitatakse, tänitage, tänitas, tänitanud, tänitatud
täpsustama, täpsustada, täpsustab, täpsustatakse, täpsustage, täpsustas, täpsustanud, täpsustatud
täpsustuma, täpsustuda, täpsustub, täpsustutakse, täpsustuge, täpsustus, täpsustunud, täpsustutud
tärisema, täriseda, täriseb, tärisetakse, tärisege, tärises, tärisenud, tärisetud
täristama, täristada, täristab, täristatakse, täristage, täristas, täristanud, täristatud
tärkama, tärgata, tärkab, tärgatakse, tärgake, tärkas, tärganud, tärgatud
tärlendama, tärlendada, tärlendab, tärlendatakse, tärlendage, tärlendas, tärlendanud, tärlendatud
tögama, tögada, tögab, tögatakse, tögage, tögas, töganud, tögatud
töinama, töinata, töinab, töinatakse, töinake, töinas, töinanud, töinatud
töllerdama, töllerdada, töllerdab, töllerdatakse, töllerdage, töllerdas, töllerdanud, töllerdatud
töllutama, töllutada, töllutab, töllutatakse, töllutage, töllutas, töllutanud, töllutatud
tömbistuma, tömbistuda, tömbistub, tömbistutakse, tömbistuge, tömbistus, tömbistunud, tömbistutud
tönkama, töngata, tönkab, töngatakse, töngake, tönkas, tönganud, töngatud
törisema, töriseda, töriseb, törisetakse, törisege, törises, törisenud, törisetud
törrutama, törrutada, törrutab, törrutatakse, törrutage, törrutas, törrutanud, törrutatud
tüdima, tüdida, tüdib, tüditakse, tüdige, tüdis, tüdinud, tüditud
tüdinema, tüdineda, tüdineb, tüdinetakse, tüdinege, tüdines, tüdinenud, tüdinetud
tühistuma, tühistuda, tühistub, tühistutakse, tühistuge, tühistus, tühistunud, tühistutud
tühjendama, tühjendada, tühjendab, tühjendatakse, tühjendage, tühjendas, tühjendanud, tühjendatud
tühjenema, tühjeneda, tühjeneb, tühjenetakse, tühjenege, tühjenes, tühjenenud, tühjenetud
tühjuma, tühjuda, tühjub, tühjutakse, tühjuge, tühjus, tühjunud, tühjutud
tükkima, tükkida, tükib, tükitakse, tükkige, tükkis, tükkinud, tükitud
tülitsema, tülitseda, tülitseb, tülitsetakse, tülitsege, tülitses, tülitsenud, tülitsetud
tümisema, tümiseda, tümiseb, tümisetakse, tümisege, tümises, tümisenud, tümisetud
tümpsuma, tümpsuda, tümpsub, tümpsutakse, tümpsuge, tümpsus, tümpsunud, tümpsutud
tüsenema, tüseneda, tüseneb, tüsenetakse, tüsenege, tüsenes, tüsenenud, tüsenetud
tüürima, tüürida, tüürib, tüüritakse, tüürige, tüüris, tüürinud, tüüritud
udutsema, udutseda, udutseb, udutsetakse, udutsege, udutses, udutsenud, udutsetud
uhkama, uhata, uhkab, uhatakse, uhake, uhkas, uhanud, uhatud
uhkeldama, uhkeldada, uhkeldab, uhkeldatakse, uhkeldage, uhkeldas, uhkeldanud, uhkeldatud
uhklema, uhelda, uhkleb, uheldakse, uhelge, uhkles, uhelnud, uheldud
uhkustama, uhkustada, uhkustab, uhkustatakse, uhkustage, uhkustas, uhkustanud, uhkustatud
uinuma, uinuda, uinub, uinutakse, uinuge, uinus, uinunud, uinutud
uisklema, uiselda, uiskleb, uiseldakse, uiselge, uiskles, uiselnud, uiseldud
uisutama, uisutada, uisutab, uisutatakse, uisutage, uisutas, uisutanud, uisutatud
uitama, uidata, uitab, uidatakse, uidake, uitas, uidanud, uidatud
uitlema, uidelda, uitleb, uideldakse, uidelge, uitles, uidelnud, uideldud
uitsetama, uitsetada, uitsetab, uitsetatakse, uitsetage, uitsetas, uitsetanud, uitsetatud
ujuma, ujuda, ujub, ujutakse, ujuge, ujus, ujunud, ujutud
ukerdama, ukerdada, ukerdab, ukerdatakse, ukerdage, ukerdas, ukerdanud, ukerdatud
ulatama, ulatada, ulatab, ulatatakse, ulatage, ulatas, ulatanud, ulatatud
ulatsema, ulatseda, ulatseb, ulatsetakse, ulatsege, ulatses, ulatsenud, ulatsetud
ulatuma, ulatuda, ulatub, ulatutakse, ulatuge, ulatus, ulatunud, ulatutud
ulguma, ulguda, ulub, ulutakse, ulguge, ulgus, ulgunud, ulutud
uljutsema, uljutseda, uljutseb, uljutsetakse, uljutsege, uljutses, uljutsenud, uljutsetud
ulmima, ulmida, ulmib, ulmitakse, ulmige, ulmis, ulminud, ulmitud
uluma, uluda, ulub, ulutakse, uluge, ulus, ulunud, ulutud
umbrohtuma, umbrohtuda, umbrohtub, umbrohtutakse, umbrohtuge, umbrohtus, umbrohtunud, umbrohtutud
umbusaldama, umbusaldada, umbusaldab, umbusaldatakse, umbusaldage, umbusaldas, umbusaldanud, umbusaldatud
umisema, umiseda, umiseb, umisetakse, umisege, umises, umisenud, umisetud
undama, unnata, undab, unnatakse, unnake, undas, unnanud, unnatud
unelema, unelda|uneleda, uneleb, uneldakse|uneletakse, unelge|unelege, uneles, unelnud|unelenud, uneldud|uneletud
unistama, unistada, unistab, unistatakse, unistage, unistas, unistanud, unistatud
unustama, unustada, unustab, unustatakse, unustage, unustas, unustanud, unustatud
upitama, upitada, upitab, upitatakse, upitage, upitas, upitanud, upitatud
uppuma, uppuda, upub, uputakse, uppuge, uppus, uppunud, uputud
uputama, uputada, uputab, uputatakse, uputage, uputas, uputanud, uputatud
urama, urada, urab, uratakse, urage, uras, uranud, uratud
uratama, uratada, uratab, uratatakse, uratage, uratas, uratanud, uratatud
urbnema, urbneda, urbneb, urbnetakse, urbnege, urbnes, urbnenud, urbnetud
urgitsema, urgitseda, urgitseb, urgitsetakse, urgitsege, urgitses, urgitsenud, urgitsetud
usaldama, usaldada, usaldab, usaldatakse, usaldage, usaldas, usaldanud, usaldatud
uskuma, uskuda, usub, ustakse|usutakse, uskuge, uskus, uskunud, ustud|usutud
usutlema, usutleda, usutleb, usutletakse, usutlege, usutles, usutlenud, usutletud
uubuma, uubuda, uubub, uubutakse, uubuge, uubus, uubunud, uubutud
uuduma, uududa, uudub, uudutakse, uuduge, uudus, uudunud, uudutud
uuenema, uueneda, uueneb, uuenetakse, uuenege, uuenes, uuenenud, uuenetud
uurduma, uurduda, uurdub, uurdutakse, uurduge, uurdus, uurdunud, uurdutud
uurima, uurida, uurib, uuritakse, uurige, uuris, uurinud, uuritud
uuristama, uuristada, uuristab, uuristatakse, uuristage, uuristas, uuristanud, uuristatud
uutama, uutada, uutab, uutatakse, uutage, uutas, uutanud, uutatud
vaakuma, vaakuda, vaagub, vaagutakse, vaakuge, vaakus, vaakunud, vaagutud
vaaruma, vaaruda, vaarub, vaarutakse, vaaruge, vaarus, vaarunud, vaarutud
vaatama, vaadata, vaatab, vaadatakse, vaadake, vaatas, vaadanud, vaadatud
vaatlema, vaadelda, vaatleb, vaadeldakse, vaadelge, vaatles, vaadelnud, vaadeldud
vabanduma, vabanduda, vabandub, vabandutakse, vabanduge, vabandus, vabandunud, vabandutud
vabanema, vabaneda, vabaneb, vabanetakse, vabanege, vabanes, vabanenud, vabanetud
vabastama, vabastada, vabastab, vabastatakse, vabastage, vabastas, vabastanud, vabastatud
vabastuma, vabastuda, vabastub, vabastutakse, vabastuge, vabastus, vabastunud, vabastutud
vabisema, vabiseda, vabiseb, vabisetakse, vabisege, vabises, vabisenud, vabisetud
vadima, vadida, vadib, vaditakse, vadige, vadis, vadinud, vaditud
vadistama, vadistada, vadistab, vadistatakse, vadistage, vadistas, vadistanud, vadistatud
