aabe, aape, aabet, aapesse, aabete, aapeid
äiutamine, äiutamise, äiutamist, äiutamisesse|äiutamisse, äiutamiste, äiutamisi
aja, aja, ajat, ajasse, ajate, ajaid
ajaja, ajaja, ajajat, ajajasse, ajajate, ajajaid
ajalisus, ajalisuse, ajalisust, ajalisusesse|ajalisusse, ajalisuste, ajalisusi|ajalisuseid
ajam, ajami, ajamit, ajamisse, ajamite, ajameid
ajamine, ajamise, ajamist, ajamisesse|ajamisse, ajamiste, ajamisi
ajastaja, ajastaja, ajastajat, ajastajasse, ajastajate, ajastajaid
ajastamine, ajastamise, ajastamist, ajastamisesse|ajastamisse, ajastamiste, ajastamisi
ajastatus, ajastatuse, ajastatust, ajastatusesse|ajastatusse, ajastatuste, ajastatusi|ajastatuseid
ajastu, ajastu, ajastut, ajastusse, ajastute, ajastuid
ajastumine, ajastumise, ajastumist, ajastumisesse|ajastumisse, ajastumiste, ajastumisi
ajataja, ajataja, ajatajat, ajatajasse, ajatajate, ajatajaid
ajatamine, ajatamise, ajatamist, ajatamisesse|ajatamisse, ajatamiste, ajatamisi
ajatus, ajatuse, ajatust, ajatusesse|ajatusse, ajatuste, ajatusi
aje, aje, ajet, ajesse, ajede, ajesid
ajendaja, ajendaja, ajendajat, ajendajasse, ajendajate, ajendajaid
ajend, ajendi, ajendit, ajendisse, ajendite, ajendeid
ajendamine, ajendamise, ajendamist, ajendamisesse|ajendamisse, ajendamiste, ajendamisi
aju, aju, aju, ajusse|ajju, ajude, ajusid
ajumine, ajumise, ajumist, ajumisesse|ajumisse, ajumiste, ajumisi
ajur, ajuri, ajurit, ajurisse, ajurite, ajureid
ajutisus, ajutisuse, ajutisust, ajutisusesse|ajutisusse, ajutisuste, ajutisusi|ajutisuseid
akaatsia, akaatsia, akaatsiat, akaatsiasse, akaatsiate, akaatsiaid
akadeemia, akadeemia, akadeemiat, akadeemiasse, akadeemiate, akadeemiaid
akadeemik, akadeemiku, akadeemikut, akadeemikusse, akadeemikute, akadeemikuid
akademism, akademismi, akademismi, akademismisse|akademismi, akademismide, akademisme|akademismisid
akantus, akantuse, akantust, akantusesse|akantusse, akantuste, akantusi|akantuseid
äke, äkke, äket, äkkesse, äkete, äkkeid
aken, akna, akent, aknasse, akende, aknaid
äkilisus, äkilisuse, äkilisust, äkilisusesse|äkilisusse, äkilisuste, äkilisusi|äkilisuseid
aklamatsioon, aklamatsiooni, aklamatsiooni, aklamatsioonisse|aklamatsiooni, aklamatsioonide, aklamatsioone|aklamatsioonisid
aklimatisatsioon, aklimatisatsiooni, aklimatisatsiooni, aklimatisatsioonisse|aklimatisatsiooni, aklimatisatsioonide, aklimatisatsioone|aklimatisatsioonisid
aklimatiseerija, aklimatiseerija, aklimatiseerijat, aklimatiseerijasse, aklimatiseerijate, aklimatiseerijaid
aklimatiseerimine, aklimatiseerimise, aklimatiseerimist, aklimatiseerimisesse|aklimatiseerimisse, aklimatiseerimiste, aklimatiseerimisi
aklimatiseerumine, aklimatiseerumise, aklimatiseerumist, aklimatiseerumisesse|aklimatiseerumisse, aklimatiseerumiste, aklimatiseerumisi
akne, akne, aknet, aknesse, aknete, akneid
akommodatsioon, akommodatsiooni, akommodatsiooni, akommodatsioonisse|akommodatsiooni, akommodatsioonide, akommodatsioone|akommodatsioonisid
akompaneerija, akompaneerija, akompaneerijat, akompaneerijasse, akompaneerijate, akompaneerijaid
akompaneerimine, akompaneerimise, akompaneerimist, akompaneerimisesse|akompaneerimisse, akompaneerimiste, akompaneerimisi
akõnn, akõnni, akõnni, akõnnisse|akõnni, akõnnide, akõnne|akõnnisid
akord, akordi, akordi, akordisse|akordi, akordide, akorde|akordisid
akordion, akordioni, akordioni|akordionit, akordionisse|akordioni, akordionide|akordionite, akordione|akordioneid|akordionisid
akordionist, akordionisti, akordionisti, akordionistisse|akordionisti, akordionistide, akordioniste|akordionistisid
akrediteerija, akrediteerija, akrediteerijat, akrediteerijasse, akrediteerijate, akrediteerijaid
akrediteerimine, akrediteerimise, akrediteerimist, akrediteerimisesse|akrediteerimisse, akrediteerimiste, akrediteerimisi
akrediteering, akrediteeringu, akrediteeringut, akrediteeringusse, akrediteeringute, akrediteeringuid
akreditiiv, akreditiivi, akreditiivi, akreditiivisse|akreditiivi, akreditiivide, akreditiive|akreditiivisid
akrobaat, akrobaadi, akrobaati, akrobaadisse|akrobaati, akrobaatide, akrobaate|akrobaatisid
akrobaatika, akrobaatika, akrobaatikat, akrobaatikasse, akrobaatikate, akrobaatikaid
akronüüm, akronüümi, akronüümi, akronüümisse|akronüümi, akronüümide, akronüüme|akronüümisid
akropol, akropoli, akropoli, akropolisse|akropoli, akropolide, akropole|akropolisid
akrüül, akrüüli, akrüüli, akrüülisse|akrüüli, akrüülide, akrüüle|akrüülisid
aksessuaar, aksessuaari, aksessuaari, aksessuaarisse|aksessuaari, aksessuaaride, aksessuaare|aksessuaarisid
aksioloog, aksioloogi, aksioloogi, aksioloogisse|aksioloogi, aksioloogide, aksiolooge|aksioloogisid
aksioloogia, aksioloogia, aksioloogiat, aksioloogiasse, aksioloogiate, aksioloogiaid
aksioom, aksioomi, aksioomi, aksioomisse|aksioomi, aksioomide, aksioome|aksioomisid
akt, akti, akti, aktisse|akti, aktide, akte|aktisid
aktiin, aktiini, aktiini, aktiinisse|aktiini, aktiinide, aktiine|aktiinisid
aktiiv, aktiivi, aktiivi, aktiivisse|aktiivi, aktiivide, aktiive|aktiivisid
aktiivsus, aktiivsuse, aktiivsust, aktiivsusesse|aktiivsusse, aktiivsuste, aktiivsusi|aktiivsuseid
aktiva, aktiva, aktivat, aktivasse, aktivate, aktivaid
aktiveerija, aktiveerija, aktiveerijat, aktiveerijasse, aktiveerijate, aktiveerijaid
aktiveerimine, aktiveerimise, aktiveerimist, aktiveerimisesse|aktiveerimisse, aktiveerimiste, aktiveerimisi
aktiveeruja, aktiveeruja, aktiveerujat, aktiveerujasse, aktiveerujate, aktiveerujaid
aktiveerumine, aktiveerumise, aktiveerumist, aktiveerumisesse|aktiveerumisse, aktiveerumiste, aktiveerumisi
aktiviseerija, aktiviseerija, aktiviseerijat, aktiviseerijasse, aktiviseerijate, aktiviseerijaid
aktiviseerimine, aktiviseerimise, aktiviseerimist, aktiviseerimisesse|aktiviseerimisse, aktiviseerimiste, aktiviseerimisi
aktiviseeruja, aktiviseeruja, aktiviseerujat, aktiviseerujasse, aktiviseerujate, aktiviseerujaid
aktiviseerumine, aktiviseerumise, aktiviseerumist, aktiviseerumisesse|aktiviseerumisse, aktiviseerumiste, aktiviseerumisi
aktivist, aktivisti, aktivisti, aktivistisse|aktivisti, aktivistide, aktiviste|aktivistisid
aktseleraator, aktseleraatori, aktseleraatorit, aktseleraatorisse, aktseleraatorite, aktseleraatoreid
aktseleratsioon, aktseleratsiooni, aktseleratsiooni, aktseleratsioonisse|aktseleratsiooni, aktseleratsioonide, aktseleratsioone|aktseleratsioonisid
aktsent, aktsendi, aktsenti, aktsendisse|aktsenti, aktsentide, aktsente|aktsentisid
aktsentueerimine, aktsentueerimise, aktsentueerimist, aktsentueerimisesse|aktsentueerimisse, aktsentueerimiste, aktsentueerimisi
aktsept, aktsepti, aktsepti, aktseptisse|aktsepti, aktseptide, aktsepte|aktseptisid
aktseptant, aktseptandi, aktseptanti, aktseptandisse|aktseptanti, aktseptantide, aktseptante|aktseptantisid
aktsepteerija, aktsepteerija, aktsepteerijat, aktsepteerijasse, aktsepteerijate, aktsepteerijaid
aktsepteerimine, aktsepteerimise, aktsepteerimist, aktsepteerimisesse|aktsepteerimisse, aktsepteerimiste, aktsepteerimisi
aktseptija, aktseptija, aktseptijat, aktseptijasse, aktseptijate, aktseptijaid
aktsia, aktsia, aktsiat, aktsiasse, aktsiate, aktsiaid
aktsidents, aktsidentsi, aktsidentsi, aktsidentsisse|aktsidentsi, aktsidentside, aktsidentse|aktsidentsisid
aktsiis, aktsiisi, aktsiisi, aktsiisisse|aktsiisi, aktsiiside, aktsiise|aktsiisisid
aktsionär, aktsionäri, aktsionäri, aktsionärisse|aktsionäri, aktsionäride, aktsionäre|aktsionärisid
aktsioon, aktsiooni, aktsiooni, aktsioonisse|aktsiooni, aktsioonide, aktsioone|aktsioonisid
aktuaalsus, aktuaalsuse, aktuaalsust, aktuaalsusesse|aktuaalsusse, aktuaalsuste, aktuaalsusi|aktuaalsuseid
aktuaar, aktuaari, aktuaari, aktuaarisse|aktuaari, aktuaaride, aktuaare|aktuaarisid
aktualiseerumine, aktualiseerumise, aktualiseerumist, aktualiseerumisesse|aktualiseerumisse, aktualiseerumiste, aktualiseerumisi
aktus, aktuse, aktust, aktusesse|aktusse, aktuste, aktusi|aktuseid
aku, aku, akut, akusse, akude, akusid
akumulaator, akumulaatori, akumulaatorit, akumulaatorisse, akumulaatorite, akumulaatoreid
akumulatsioon, akumulatsiooni, akumulatsiooni, akumulatsioonisse|akumulatsiooni, akumulatsioonide, akumulatsioone|akumulatsioonisid
akumuleerija, akumuleerija, akumuleerijat, akumuleerijasse, akumuleerijate, akumuleerijaid
akumuleerimine, akumuleerimise, akumuleerimist, akumuleerimisesse|akumuleerimisse, akumuleerimiste, akumuleerimisi
akumuleerumine, akumuleerumise, akumuleerumist, akumuleerumisesse|akumuleerumisse, akumuleerumiste, akumuleerumisi
akusatiiv, akusatiivi, akusatiivi, akusatiivisse|akusatiivi, akusatiivide, akusatiive|akusatiivisid
akušöör, akušööri, akušööri, akušöörisse|akušööri, akušööride, akušööre|akušöörisid
akustika, akustika, akustikat, akustikasse, akustikate, akustikaid
akustik, akustiku, akustikut, akustikusse, akustikute, akustikuid
akvaarium, akvaariumi, akvaariumi|akvaariumit, akvaariumisse|akvaariumi, akvaariumide|akvaariumite, akvaariume|akvaariumeid|akvaariumisid
akvalang, akvalangi, akvalangi, akvalangisse|akvalangi, akvalangide, akvalange|akvalangisid
akvalangist, akvalangisti, akvalangisti, akvalangistisse|akvalangisti, akvalangistide, akvalangiste|akvalangistisid
akvamariin, akvamariini, akvamariini, akvamariinisse|akvamariini, akvamariinide, akvamariine|akvamariinisid
akvarell, akvarelli, akvarelli, akvarellisse|akvarelli, akvarellide, akvarelle|akvarellisid
akvarellija, akvarellija, akvarellijat, akvarellijasse, akvarellijate, akvarellijaid
akvarellimine, akvarellimise, akvarellimist, akvarellimisesse|akvarellimisse, akvarellimiste, akvarellimisi
akvarellist, akvarellisti, akvarellisti, akvarellistisse|akvarellisti, akvarellistide, akvarelliste|akvarellistisid
akvatinta, akvatinta, akvatintat, akvatintasse, akvatintade, akvatintasid
akvatoorium, akvatooriumi, akvatooriumi|akvatooriumit, akvatooriumisse|akvatooriumi, akvatooriumide|akvatooriumite, akvatooriume|akvatooriumeid|akvatooriumisid
akvedukt, akvedukti, akvedukti, akveduktisse|akvedukti, akveduktide, akvedukte|akveduktisid
ala, ala, ala, alasse, alade, alu|alasid
alaalia, alaalia, alaaliat, alaaliasse, alaaliate, alaaliaid
alabaster, alabastri, alabastrit, alabastrisse, alabastrite, alabastreid
alam, alama, alamat, alamasse, alamate, alamaid
alamast, alamasti, alamasti, alamastisse|alamasti, alamastide, alamaste|alamastisid
alandaja, alandaja, alandajat, alandajasse, alandajate, alandajaid
alandamine, alandamise, alandamist, alandamisesse|alandamisse, alandamiste, alandamisi
alandlikkus, alandlikkuse, alandlikkust, alandlikkusesse|alandlikkusse, alandlikkuste, alandlikkusi|alandlikkuseid
alanduja, alanduja, alandujat, alandujasse, alandujate, alandujaid
alandumine, alandumise, alandumist, alandumisesse|alandumisse, alandumiste, alandumisi
alandus, alanduse, alandust, alandusesse|alandusse, alanduste, alandusi
alanemine, alanemise, alanemist, alanemisesse|alanemisse, alanemiste, alanemisi
alarm, alarmi, alarmi, alarmisse|alarmi, alarmide, alarme|alarmisid
alarmeerija, alarmeerija, alarmeerijat, alarmeerijasse, alarmeerijate, alarmeerijaid
alarmeerimine, alarmeerimise, alarmeerimist, alarmeerimisesse|alarmeerimisse, alarmeerimiste, alarmeerimisi
alarmija, alarmija, alarmijat, alarmijasse, alarmijate, alarmijaid
alarmimine, alarmimise, alarmimist, alarmimisesse|alarmimisse, alarmimiste, alarmimisi
alasi, alasi, alasit, alasisse, alasite, alaseid
alastaja, alastaja, alastajat, alastajasse, alastajate, alastajaid
alastamine, alastamise, alastamist, alastamisesse|alastamisse, alastamiste, alastamisi
alastus, alastuse, alastust, alastusesse|alastusse, alastuste, alastusi
alatus, alatuse, alatust, alatusesse|alatusse, alatuste, alatusi
albaanlane, albaanlase, albaanlast, albaanlasesse|albaanlasse, albaanlaste, albaanlasi|albaanlaseid
albiino, albiino, albiinot, albiinosse, albiinode, albiinosid
albilane, albilase, albilast, albilasesse|albilasse, albilaste, albilasi
albinism, albinismi, albinismi, albinismisse|albinismi, albinismide, albinisme|albinismisid
album, albumi, albumit, albumisse, albumite, albumeid
albumiin, albumiini, albumiini, albumiinisse|albumiini, albumiinide, albumiine|albumiinisid
aldiin, aldiini, aldiini, aldiinisse|aldiini, aldiinide, aldiine|aldiinisid
ale, ale, alet, alesse, alede, alesid
aleksandriin, aleksandriini, aleksandriini, aleksandriinisse|aleksandriini, aleksandriinide, aleksandriine|aleksandriinisid
aleksandriit, aleksandriidi, aleksandriiti, aleksandriidisse|aleksandriiti, aleksandriitide, aleksandriite|aleksandriitisid
aletaja, aletaja, aletajat, aletajasse, aletajate, aletajaid
aletamine, aletamise, aletamist, aletamisesse|aletamisse, aletamiste, aletamisi
alev, alevi, alevit, alevisse, alevite, aleveid
alevik, aleviku, alevikku, alevikusse|alevikku, alevike|alevikkude, alevikke|alevikkusid
alfa, alfa, alfat, alfasse, alfade, alfasid
alfabeet, alfabeedi, alfabeeti, alfabeedisse|alfabeeti, alfabeetide, alfabeete|alfabeetisid
algaja, algaja, algajat, algajasse, algajate, algajaid
algajalikkus, algajalikkuse, algajalikkust, algajalikkusesse|algajalikkusse, algajalikkuste, algajalikkusi
alg, algu|alu, algu, algusse|alusse|algu, algude, alge|algusid
algamine, algamise, algamist, algamisesse|algamisse, algamiste, algamisi
algataja, algataja, algatajat, algatajasse, algatajate, algatajaid
algatamine, algatamise, algatamist, algatamisesse|algatamisse, algatamiste, algatamisi
algatus, algatuse, algatust, algatusesse|algatusse, algatuste, algatusi
alge, alge, alget, algesse, algete, algeid
alge, alge|algme, alget, algesse|algmesse, algete|algmete, algeid|algmeid
algebra, algebra, algebrat, algebrasse, algebrate, algebraid
algelisus, algelisuse, algelisust, algelisusesse|algelisusse, algelisuste, algelisusi
algoritm, algoritmi, algoritmi, algoritmisse|algoritmi, algoritmide, algoritme|algoritmisid
algoritmija, algoritmija, algoritmijat, algoritmijasse, algoritmijate, algoritmijaid
algoritmimine, algoritmimise, algoritmimist, algoritmimisesse|algoritmimisse, algoritmimiste, algoritmimisi
algus, alguse, algust, algusesse|algusse, alguste, algusi|alguseid
alibi, alibi, alibit, alibisse, alibite, alibeid
alistaja, alistaja, alistajat, alistajasse, alistajate, alistajaid
alistamine, alistamise, alistamist, alistamisesse|alistamisse, alistamiste, alistamisi
alistuja, alistuja, alistujat, alistujasse, alistujate, alistujaid
alistumine, alistumise, alistumist, alistumisesse|alistumisse, alistumiste, alistumisi
alistumus, alistumuse, alistumust, alistumusesse|alistumusse, alistumuste, alistumusi|alistumuseid
alistus, alistuse, alistust, alistusesse|alistusse, alistuste, alistusi
alistuvus, alistuvuse, alistuvust, alistuvusesse|alistuvusse, alistuvuste, alistuvusi
alkaloid, alkaloidi, alkaloidi, alkaloidisse|alkaloidi, alkaloidide, alkaloide|alkaloidisid
alkeemia, alkeemia, alkeemiat, alkeemiasse, alkeemiate, alkeemiaid
alkohol, alkoholi, alkoholi, alkoholisse|alkoholi, alkoholide, alkohole|alkoholisid
alkoholism, alkoholismi, alkoholismi, alkoholismisse|alkoholismi, alkoholismide, alkoholisme|alkoholismisid
alkohoolik, alkohooliku, alkohoolikut, alkohoolikusse, alkohoolikute, alkohoolikuid
alkoov, alkoovi, alkoovi, alkoovisse|alkoovi, alkoovide, alkoove|alkoovisid
alküün, alküüni, alküüni, alküünisse|alküüni, alküünide, alküüne|alküünisid
allatiiv, allatiivi, allatiivi, allatiivisse|allatiivi, allatiivide, allatiive|allatiivisid
allee, allee, alleed, alleesse, alleede, alleid|alleesid
alleel, alleeli, alleeli, alleelisse|alleeli, alleelide, alleele|alleelisid
allegooria, allegooria, allegooriat, allegooriasse, allegooriate, allegooriaid
allegro, allegro, allegrot, allegrosse, allegrode, allegrosid
allergeen, allergeeni, allergeeni, allergeenisse|allergeeni, allergeenide, allergeene|allergeenisid
allergia, allergia, allergiat, allergiasse, allergiate, allergiaid
allergoloog, allergoloogi, allergoloogi, allergoloogisse|allergoloogi, allergoloogide, allergolooge|allergoloogisid
allianss, alliansi, allianssi, alliansisse|allianssi, alliansside, alliansse|allianssisid
allikas, allika, allikat, allikasse, allikate, allikaid
alliteratsioon, alliteratsiooni, alliteratsiooni, alliteratsioonisse|alliteratsiooni, alliteratsioonide, alliteratsioone|alliteratsioonisid
allitereerumine, allitereerumise, allitereerumist, allitereerumisesse|allitereerumisse, allitereerumiste, allitereerumisi
alluja, alluja, allujat, allujasse, allujate, allujaid
allumatus, allumatuse, allumatust, allumatusesse|allumatusse, allumatuste, allumatusi|allumatuseid
allumine, allumise, allumist, allumisesse|allumisse, allumiste, allumisi
allusioon, allusiooni, allusiooni, allusioonisse|allusiooni, allusioonide, allusioone|allusioonisid
allutaja, allutaja, allutajat, allutajasse, allutajate, allutajaid
allutamine, allutamise, allutamist, allutamisesse|allutamisse, allutamiste, allutamisi
allüür, allüüri, allüüri, allüürisse|allüüri, allüüride, allüüre|allüürisid
alluuvium, alluuviumi, alluuviumi|alluuviumit, alluuviumisse|alluuviumi, alluuviumide|alluuviumite, alluuviume|alluuviumeid|alluuviumisid
alluv, alluva, alluvat, alluvasse, alluvate, alluvaid
alluvus, alluvuse, alluvust, alluvusesse|alluvusse, alluvuste, alluvusi
almanahh, almanahhi, almanahhi, almanahhisse|almanahhi, almanahhide, almanahhe|almanahhisid
almus, almuse, almust, almusesse, almuste, almuseid
alpaka, alpaka, alpakat, alpakasse, alpakade, alpakasid
alpinism, alpinismi, alpinismi, alpinismisse|alpinismi, alpinismide, alpinisme|alpinismisid
alpinist, alpinisti, alpinisti, alpinistisse|alpinisti, alpinistide, alpiniste|alpinistisid
alpus, alpuse, alpust, alpusesse|alpusse, alpuste, alpusi|alpuseid
alt, aldi, alti, aldisse|alti, altide, alte|altisid
altar, altari, altarit, altarisse, altarite, altareid
alternatiiv, alternatiivi, alternatiivi, alternatiivisse|alternatiivi, alternatiivide, alternatiive|alternatiivisid
altruism, altruismi, altruismi, altruismisse|altruismi, altruismide, altruisme|altruismisid
altruist, altruisti, altruisti, altruistisse|altruisti, altruistide, altruiste|altruistisid
alu, alu, alut, alusse, alude, alusid
alumiinium, alumiiniumi, alumiiniumi|alumiiniumit, alumiiniumisse|alumiiniumi, alumiiniumide|alumiiniumite, alumiiniume|alumiiniumeid|alumiiniumisid
alune, aluse, alust, alusesse, aluste, aluseid
alus, aluse, alust, alusesse, aluste, aluseid
alusetus, alusetuse, alusetust, alusetusesse|alusetusse, alusetuste, alusetusi|alusetuseid
alustaja, alustaja, alustajat, alustajasse, alustajate, alustajaid
alustamine, alustamise, alustamist, alustamisesse|alustamisse, alustamiste, alustamisi
alustus, alustuse, alustust, alustusesse|alustusse, alustuste, alustusi
alvar, alvari, alvarit, alvarisse, alvarite, alvareid
alveolaar, alveolaari, alveolaari, alveolaarisse|alveolaari, alveolaaride, alveolaare|alveolaarisid
alveool, alveooli, alveooli, alveoolisse|alveooli, alveoolide, alveoole|alveoolisid
amalgaam, amalgaami, amalgaami, amalgaamisse|amalgaami, amalgaamide, amalgaame|amalgaamisid
amatöör, amatööri, amatööri, amatöörisse|amatööri, amatööride, amatööre|amatöörisid
amatsoon, amatsooni, amatsooni, amatsoonisse|amatsooni, amatsoonide, amatsoone|amatsoonisid
amb, ammu, ambu, ammusse|ambu, ambude, ambe|ambusid
ämber, ämbri, ämbrit, ämbrisse, ämbrite, ämbreid
ambitsioon, ambitsiooni, ambitsiooni, ambitsioonisse|ambitsiooni, ambitsioonide, ambitsioone|ambitsioonisid
ambitsioonikus, ambitsioonikuse, ambitsioonikust, ambitsioonikusesse|ambitsioonikusse, ambitsioonikuste, ambitsioonikusi
ämblik, ämbliku, ämblikku, ämblikusse|ämblikku, ämblike|ämblikkude, ämblikke|ämblikkusid
ambrasuur, ambrasuuri, ambrasuuri, ambrasuurisse|ambrasuuri, ambrasuuride, ambrasuure|ambrasuurisid
